,id,provinces_x,cities,districts,villages_x,lat,lng,localityId,level,parentId,name,provinces_y,villages_y
0,108587483,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.159212,106.89718020000001,2528,3,194,Jakarta,jakarta,
1,149795848,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1500527,106.8926068,2528,3,194,Jakarta,jakarta,
2,165776027,jakarta,jakarta,kelapa gading,,-6.1595722,106.91652340000002,2528,3,194,Jakarta,jakarta,
3,359847787,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1679033,106.91125840000001,2528,3,194,Jakarta,jakarta,
4,377036476,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1500527,106.8926068,2528,3,194,Jakarta,jakarta,
5,479306947,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.159212,106.89718020000001,2528,3,194,Jakarta,jakarta,
6,619452698,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1478672,106.8953942,2528,3,194,Jakarta,jakarta,
7,794680323,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.165856099999999,106.90755690000002,2528,3,194,Jakarta,jakarta,
8,912848347,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1420169,106.91230420000001,2528,3,194,Jakarta,jakarta,
9,941826757,jakarta,jakarta,kelapa gading,,-6.1554701,106.89667649999998,2528,3,194,Jakarta,jakarta,
10,959034073,jakarta,jakarta,kelapa gading,,-6.1604549,106.9054618,2528,3,194,Jakarta,jakarta,
11,988695225,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1747833,106.8977002,2528,3,194,Jakarta,jakarta,
12,102197616,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
13,106040220,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1638366,106.8927408,2528,3,194,Jakarta,jakarta,
14,107054813,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
15,108679353,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1569945,106.8958257,2528,3,194,Jakarta,jakarta,
16,112189713,jakarta,jakarta,kelapa gading,,-6.1480572,106.90939420000001,2528,3,194,Jakarta,jakarta,
17,118281730,jakarta,jakarta,kelapa gading,,-6.1412014,106.9162202,2528,3,194,Jakarta,jakarta,
18,118306973,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1569945,106.8958257,2528,3,194,Jakarta,jakarta,
19,118809889,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.171296,106.9123633,2528,3,194,Jakarta,jakarta,
20,118893622,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.165210900000001,106.9061596,2528,3,194,Jakarta,jakarta,
21,120518471,jakarta,jakarta,kelapa gading,,-6.1604549,106.9054618,2528,3,194,Jakarta,jakarta,
22,122695397,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1420169,106.91230420000001,2528,3,194,Jakarta,jakarta,
23,123465471,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1536707,106.91609679999999,2528,3,194,Jakarta,jakarta,
24,123627124,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.155035900000001,106.90274779999999,2528,3,194,Jakarta,jakarta,
25,124194769,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1476898,106.9163882,2528,3,194,Jakarta,jakarta,
26,126516725,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
27,126534825,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.146232,106.915682,2528,3,194,Jakarta,jakarta,
28,126772903,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1510565999999995,106.8920804,2528,3,194,Jakarta,jakarta,
29,128455071,jakarta,jakarta,kelapa gading,,-6.1595722,106.91652340000002,2528,3,194,Jakarta,jakarta,
30,130589199,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
31,131675006,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1500879,106.89041370000001,2528,3,194,Jakarta,jakarta,
32,133573106,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1510565999999995,106.8920804,2528,3,194,Jakarta,jakarta,
33,133744370,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.146232,106.915682,2528,3,194,Jakarta,jakarta,
34,138473744,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1574212,106.90786609999998,2528,3,194,Jakarta,jakarta,
35,139480382,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.172507,106.9067176,2528,3,194,Jakarta,jakarta,
36,140305588,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1569945,106.8958257,2528,3,194,Jakarta,jakarta,
37,142001920,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
38,143021224,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
39,143163201,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
40,144192142,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
41,144519075,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.145867900000001,106.90166599999999,2528,3,194,Jakarta,jakarta,
42,144668430,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
43,148056694,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
44,149879682,jakarta,jakarta,kelapa gading,,-6.1611651,106.90477290000001,2528,3,194,Jakarta,jakarta,
45,150827648,jakarta,jakarta,kelapa gading,,-6.1595722,106.91652340000002,2528,3,194,Jakarta,jakarta,
46,151342943,jakarta,jakarta,kelapa gading,,-6.1480572,106.90939420000001,2528,3,194,Jakarta,jakarta,
47,154275697,jakarta,jakarta,kelapa gading,,-6.1554701,106.89667649999998,2528,3,194,Jakarta,jakarta,
48,158540272,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1635433,106.9137392,2528,3,194,Jakarta,jakarta,
49,163168407,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
50,163596841,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
51,171327995,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
52,172718490,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
53,175756347,jakarta,jakarta,kelapa gading,,-6.1611651,106.90477290000001,2528,3,194,Jakarta,jakarta,
54,178404121,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.146232,106.915682,2528,3,194,Jakarta,jakarta,
55,187425971,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1500295,106.9039486,2528,3,194,Jakarta,jakarta,
56,190129694,jakarta,jakarta,kelapa gading,,-6.1595722,106.91652340000002,2528,3,194,Jakarta,jakarta,
57,191225092,jakarta,jakarta,kelapa gading,,-6.1595722,106.91652340000002,2528,3,194,Jakarta,jakarta,
58,192450948,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1574212,106.90786609999998,2528,3,194,Jakarta,jakarta,
59,192641443,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1574212,106.90786609999998,2528,3,194,Jakarta,jakarta,
60,194126155,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
61,194445318,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1574212,106.90786609999998,2528,3,194,Jakarta,jakarta,
62,195050549,jakarta,jakarta,kelapa gading,,-6.1595722,106.91652340000002,2528,3,194,Jakarta,jakarta,
63,196134657,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.151845,106.89365009999999,2528,3,194,Jakarta,jakarta,
64,203584641,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1541001,106.9163767,2528,3,194,Jakarta,jakarta,
65,204620274,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
66,213170433,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.173915,106.89541969999999,2528,3,194,Jakarta,jakarta,
67,216754634,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
68,218391541,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.170711799999999,106.90473689999999,2528,3,194,Jakarta,jakarta,
69,218605667,jakarta,jakarta,kelapa gading,,-6.1595722,106.91652340000002,2528,3,194,Jakarta,jakarta,
70,220473925,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.156715,106.912178,2528,3,194,Jakarta,jakarta,
71,221016650,jakarta,jakarta,kelapa gading,,-6.1480572,106.90939420000001,2528,3,194,Jakarta,jakarta,
72,223014855,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
73,224858198,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.146232,106.915682,2528,3,194,Jakarta,jakarta,
74,234213289,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1420169,106.91230420000001,2528,3,194,Jakarta,jakarta,
75,238995455,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
76,240561117,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
77,240701868,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1638366,106.8927408,2528,3,194,Jakarta,jakarta,
78,240745111,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
79,240975347,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.144709400000001,106.8942108,2528,3,194,Jakarta,jakarta,
80,244744890,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1539033,106.9181104,2528,3,194,Jakarta,jakarta,
81,248494950,jakarta,jakarta,kelapa gading,sukapura,-6.1491618,106.9206602,2528,3,194,Jakarta,jakarta,
82,250253416,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
83,250869684,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1510565999999995,106.8920804,2528,3,194,Jakarta,jakarta,
84,251884611,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1722125,106.9142596,2528,3,194,Jakarta,jakarta,
85,256254238,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.158261799999999,106.898867,2528,3,194,Jakarta,jakarta,
86,258737592,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.146232,106.915682,2528,3,194,Jakarta,jakarta,
87,259021102,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.165827200000001,106.912453,2528,3,194,Jakarta,jakarta,
88,264532003,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.148176,106.911911,2528,3,194,Jakarta,jakarta,
89,264816199,jakarta,jakarta,kelapa gading,,-6.1604549,106.9054618,2528,3,194,Jakarta,jakarta,
90,266430070,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1518492,106.89778190000001,2528,3,194,Jakarta,jakarta,
91,269258366,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
92,269475057,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1603045,106.9139614,2528,3,194,Jakarta,jakarta,
93,269532455,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1638366,106.8927408,2528,3,194,Jakarta,jakarta,
94,270179108,jakarta,jakarta,kelapa gading,,-6.170286099999999,106.9100212,2528,3,194,Jakarta,jakarta,
95,271072415,jakarta,jakarta,kelapa gading,,-6.1595722,106.91652340000002,2528,3,194,Jakarta,jakarta,
96,273346939,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.171631400000001,106.9160039,2528,3,194,Jakarta,jakarta,
97,274239734,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.153892400000001,106.9169638,2528,3,194,Jakarta,jakarta,
98,274302182,jakarta,jakarta,kelapa gading,,-6.1604549,106.9054618,2528,3,194,Jakarta,jakarta,
99,276613451,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1679033,106.91125840000001,2528,3,194,Jakarta,jakarta,
100,277485406,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
101,280273458,jakarta,jakarta,kelapa gading,,-6.1604549,106.9054618,2528,3,194,Jakarta,jakarta,
102,281353842,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1679033,106.91125840000001,2528,3,194,Jakarta,jakarta,
103,282345949,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.151845,106.89365009999999,2528,3,194,Jakarta,jakarta,
104,284428487,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
105,284429897,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1445443,106.91233700000001,2528,3,194,Jakarta,jakarta,
106,287265863,jakarta,jakarta,kelapa gading,,-6.1595722,106.91652340000002,2528,3,194,Jakarta,jakarta,
107,288683715,jakarta,jakarta,kelapa gading,,-6.1595722,106.91652340000002,2528,3,194,Jakarta,jakarta,
108,290481443,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
109,290494504,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.153892400000001,106.9169638,2528,3,194,Jakarta,jakarta,
110,291528868,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.153892400000001,106.9169638,2528,3,194,Jakarta,jakarta,
111,294194008,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1539033,106.9181104,2528,3,194,Jakarta,jakarta,
112,294777003,jakarta,jakarta,kelapa gading,,-6.1611651,106.90477290000001,2528,3,194,Jakarta,jakarta,
113,295872522,jakarta,jakarta,kelapa gading,,-6.1554701,106.89667649999998,2528,3,194,Jakarta,jakarta,
114,296820559,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1518492,106.89778190000001,2528,3,194,Jakarta,jakarta,
115,297838508,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1536707,106.91609679999999,2528,3,194,Jakarta,jakarta,
116,298064917,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
117,298822965,jakarta,jakarta,kelapa gading,,-6.1595722,106.91652340000002,2528,3,194,Jakarta,jakarta,
118,298829201,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
119,299224917,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1500527,106.8926068,2528,3,194,Jakarta,jakarta,
120,299990847,jakarta,jakarta,kelapa gading,,-6.1480572,106.90939420000001,2528,3,194,Jakarta,jakarta,
121,301365975,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1574212,106.90786609999998,2528,3,194,Jakarta,jakarta,
122,302513294,jakarta,jakarta,kelapa gading,,-6.1595722,106.91652340000002,2528,3,194,Jakarta,jakarta,
123,308108859,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1463141,106.90748400000001,2528,3,194,Jakarta,jakarta,
124,308120878,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
125,310092557,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1674692,106.9023606,2528,3,194,Jakarta,jakarta,
126,310943408,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1510565999999995,106.8920804,2528,3,194,Jakarta,jakarta,
127,312398551,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1704752,106.90678700000001,2528,3,194,Jakarta,jakarta,
128,315267099,jakarta,jakarta,kelapa gading,,-6.1554701,106.89667649999998,2528,3,194,Jakarta,jakarta,
129,316308681,jakarta,jakarta,kelapa gading,,-6.1480572,106.90939420000001,2528,3,194,Jakarta,jakarta,
130,316451961,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.152767,106.9070812,2528,3,194,Jakarta,jakarta,
131,317951428,jakarta,jakarta,kelapa gading,,-6.1554701,106.89667649999998,2528,3,194,Jakarta,jakarta,
132,319726873,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.146232,106.915682,2528,3,194,Jakarta,jakarta,
133,320897229,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
134,321405779,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
135,322334816,jakarta,jakarta,kelapa gading,,-6.1604549,106.9054618,2528,3,194,Jakarta,jakarta,
136,323435788,jakarta,jakarta,kelapa gading,the gading residence,-6.177860099999999,106.9153558,2528,3,194,Jakarta,jakarta,
137,325642447,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.173915,106.89541969999999,2528,3,194,Jakarta,jakarta,
138,325939222,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
139,328850754,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.146232,106.915682,2528,3,194,Jakarta,jakarta,
140,330598820,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1444207,106.90375359999999,2528,3,194,Jakarta,jakarta,
141,332533269,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
142,332749868,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
143,336279764,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1655712,106.90771129999999,2528,3,194,Jakarta,jakarta,
144,336368367,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.146232,106.915682,2528,3,194,Jakarta,jakarta,
145,339941592,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
146,341287432,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.151845,106.89365009999999,2528,3,194,Jakarta,jakarta,
147,346012895,jakarta,jakarta,kelapa gading,,-6.1480572,106.90939420000001,2528,3,194,Jakarta,jakarta,
148,349358623,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1500879,106.89041370000001,2528,3,194,Jakarta,jakarta,
149,350417063,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.146232,106.915682,2528,3,194,Jakarta,jakarta,
150,358931855,jakarta,jakarta,kelapa gading,,-6.1412014,106.9162202,2528,3,194,Jakarta,jakarta,
151,363079689,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
152,364830522,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
153,364963984,jakarta,jakarta,kelapa gading,,-6.1554701,106.89667649999998,2528,3,194,Jakarta,jakarta,
154,368430722,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1679033,106.91125840000001,2528,3,194,Jakarta,jakarta,
155,371660884,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1539033,106.9181104,2528,3,194,Jakarta,jakarta,
156,371797924,jakarta,jakarta,kelapa gading,,-6.1554701,106.89667649999998,2528,3,194,Jakarta,jakarta,
157,372015605,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1494856,106.8916481,2528,3,194,Jakarta,jakarta,
158,372213490,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1587185,106.90881740000002,2528,3,194,Jakarta,jakarta,
159,372287152,jakarta,jakarta,kelapa gading,,-6.1604549,106.9054618,2528,3,194,Jakarta,jakarta,
160,372460752,jakarta,jakarta,kelapa gading,,-6.1480572,106.90939420000001,2528,3,194,Jakarta,jakarta,
161,372642433,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.176721,106.9122632,2528,3,194,Jakarta,jakarta,
162,373922241,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1574212,106.90786609999998,2528,3,194,Jakarta,jakarta,
163,377877635,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.165856099999999,106.90755690000002,2528,3,194,Jakarta,jakarta,
164,381522253,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.166405999999999,106.9197929,2528,3,194,Jakarta,jakarta,
165,385710700,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
166,386159491,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1749215,106.8990938,2528,3,194,Jakarta,jakarta,
167,389504113,jakarta,jakarta,kelapa gading,west kelapa gading,-6.1552764,106.8952994,2528,3,194,Jakarta,jakarta,
168,390075288,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1444207,106.90375359999999,2528,3,194,Jakarta,jakarta,
169,390223483,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
170,392697509,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
171,393719413,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1682458,106.910781,2528,3,194,Jakarta,jakarta,
172,394122962,jakarta,jakarta,kelapa gading,,-6.1595722,106.91652340000002,2528,3,194,Jakarta,jakarta,
173,397575782,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1732867,106.8985354,2528,3,194,Jakarta,jakarta,
174,400865263,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1670905,106.90051340000001,2528,3,194,Jakarta,jakarta,
175,405282934,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1740603,106.90281809999999,2528,3,194,Jakarta,jakarta,
176,407842920,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.165827200000001,106.912453,2528,3,194,Jakarta,jakarta,
177,410255548,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
178,411321096,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.171296,106.9123633,2528,3,194,Jakarta,jakarta,
179,413971651,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1681713,106.90967490000001,2528,3,194,Jakarta,jakarta,
180,418336482,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1440475,106.89818149999999,2528,3,194,Jakarta,jakarta,
181,419117180,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
182,420596422,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
183,423244065,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1463141,106.90748400000001,2528,3,194,Jakarta,jakarta,
184,428068944,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1444207,106.90375359999999,2528,3,194,Jakarta,jakarta,
185,429302327,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
186,432499493,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.154674099999999,106.9163275,2528,3,194,Jakarta,jakarta,
187,435522584,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.168116,106.92322209999999,2528,3,194,Jakarta,jakarta,
188,439540735,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.154674099999999,106.9163275,2528,3,194,Jakarta,jakarta,
189,440311402,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1478672,106.8953942,2528,3,194,Jakarta,jakarta,
190,441953434,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1510565999999995,106.8920804,2528,3,194,Jakarta,jakarta,
191,442411679,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1753002,106.9054996,2528,3,194,Jakarta,jakarta,
192,443255299,jakarta,jakarta,kelapa gading,,-6.1595722,106.91652340000002,2528,3,194,Jakarta,jakarta,
193,443324757,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.165210900000001,106.9061596,2528,3,194,Jakarta,jakarta,
194,449275334,jakarta,jakarta,kelapa gading,,-6.1529457,106.9069574,2528,3,194,Jakarta,jakarta,
195,451723701,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
196,452641909,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
197,454711949,jakarta,jakarta,kelapa gading,,-6.1480572,106.90939420000001,2528,3,194,Jakarta,jakarta,
198,456949605,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.152767,106.9070812,2528,3,194,Jakarta,jakarta,
199,458214054,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1587185,106.90881740000002,2528,3,194,Jakarta,jakarta,
200,459565155,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1779117,106.91478980000001,2528,3,194,Jakarta,jakarta,
201,461982346,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1444207,106.90375359999999,2528,3,194,Jakarta,jakarta,
202,465253393,jakarta,jakarta,kelapa gading,,-6.1595722,106.91652340000002,2528,3,194,Jakarta,jakarta,
203,469582267,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1416806,106.9114994,2528,3,194,Jakarta,jakarta,
204,471878574,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.146232,106.915682,2528,3,194,Jakarta,jakarta,
205,476630916,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.165827200000001,106.912453,2528,3,194,Jakarta,jakarta,
206,478303867,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1574212,106.90786609999998,2528,3,194,Jakarta,jakarta,
207,478654091,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
208,478764208,jakarta,jakarta,kelapa gading,sukapura,-6.156137999999999,106.9219423,2528,3,194,Jakarta,jakarta,
209,481813344,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
210,481859073,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.167275,106.90248729999999,2528,3,194,Jakarta,jakarta,
211,482149238,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.166286299999999,106.9122071,2528,3,194,Jakarta,jakarta,
212,484454383,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1510565999999995,106.8920804,2528,3,194,Jakarta,jakarta,
213,484899091,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.154674099999999,106.9163275,2528,3,194,Jakarta,jakarta,
214,489213786,jakarta,jakarta,kelapa gading,pegangsaan dua,-6.1658278,106.9152021,2528,3,194,Jakarta,jakarta,
215,493776417,jakarta,jakarta,kelapa gading,kelapa gading timur,-6.1782666,106.90410130000001,2528,3,194,Jakarta,jakarta,
216,494077728,jakarta,jakarta,kelapa gading,,-6.1554701,106.89667649999998,2528,3,194,Jakarta,jakarta,
217,495776284,jakarta,jakarta,kelapa gading,kelapa gading barat,-6.1500879,106.89041370000001,2528,3,194,Jakarta,jakarta,
218,495980708,jakarta,jakarta,kelapa gading,,-6.1595722,106.91652340000002,2528,3,194,Jakarta,jakarta,
219,496564804,jakarta,jakarta,kelapa gading,,-6.1595722,106.91652340000002,2528,3,194,Jakarta,jakarta,
